Unnamed: 0,domestic_gross,production_budget,worldwide_gross,title_year,aspect_ratio,duration,cast_total_facebook_likes,budget,imdb_score,opening_gross,screens
1380,40334024,38000000,57753825,2001.0,2.35,123.0,2912,35000000.0,6.2,11801323.0,2750.0
1381,39177215,38000000,50970660,2002.0,2.35,115.0,3770,38000000.0,5.6,17213137.0,2623.0
1382,34912982,38000000,110678636,2016.0,2.35,112.0,19974,38000000.0,5.2,10326356.0,2908.0
1384,26947624,38000000,98230839,2013.0,2.35,123.0,37206,38000000.0,8.1,187289.0,5.0
1385,24044532,38000000,29544532,2001.0,1.85,102.0,1440,38000000.0,5.6,9225575.0,2375.0
1386,22770864,38000000,24515990,2001.0,1.85,98.0,2765,38000000.0,5.5,5377635.0,2506.0
1387,18653746,38000000,58394308,1999.0,2.35,133.0,42344,38000000.0,6.7,6622518.0,1586.0
1388,17378193,38000000,17378193,1996.0,2.35,118.0,24547,38000000.0,6.1,6906546.0,2298.0
1389,16991902,38000000,19317765,2001.0,2.35,105.0,1265,57000000.0,6.2,6018636.0,2525.0
1391,10229300,38000000,10229300,1996.0,2.35,129.0,16237,38000000.0,6.6,3908514.0,1524.0
1392,7871693,38000000,17830244,2008.0,2.35,90.0,15494,55000000.0,6.5,3129473.0,2022.0
1393,6504442,38000000,6504442,1997.0,2.35,118.0,74,37000000.0,6.4,2704568.0,1128.0
1394,623374,38000000,623374,2001.0,2.35,110.0,2120,38000000.0,5.2,319516.0,402.0
1396,41152203,37500000,120925697,2012.0,2.35,110.0,13396,40000000.0,5.7,10547068.0,3476.0
1397,16247159,37500000,58792011,2012.0,1.85,144.0,427,32000000.0,7.1,736311.0,5.0
1398,9793406,37500000,9813309,2008.0,2.35,130.0,5162,40000000.0,7.3,4562675.0,2808.0
1400,150394119,37000000,267816276,2013.0,2.35,118.0,3425,37000000.0,7.0,26419396.0,3260.0
1401,109767581,37000000,173567581,2015.0,2.35,133.0,15106,35000000.0,7.7,29632823.0,3404.0
1402,92186262,37000000,152566881,2010.0,2.35,150.0,14296,37000000.0,7.6,23808032.0,2861.0
1404,60355347,37000000,168167798,2008.0,1.85,96.0,36093,37000000.0,7.0,19128001.0,2651.0
1405,48006762,37000000,101857425,2008.0,2.35,96.0,18178,37000000.0,6.0,13210579.0,3513.0
1406,46843513,37000000,99595932,2016.0,2.35,110.0,4882,38000000.0,6.1,18750000.0,3343.0
1407,44875481,37000000,55909910,2010.0,2.35,107.0,14483,37000000.0,5.6,18211126.0,3150.0
1408,33047633,37000000,97143987,2011.0,2.35,114.0,19904,37000000.0,6.0,14789393.0,2985.0
1409,30105968,37000000,67029956,2008.0,2.35,81.0,2268,37000000.0,4.5,7181374.0,2511.0
1410,22450975,37000000,48446802,1999.0,2.35,188.0,1906,37000000.0,8.0,193604.0,7.0
1411,21052030,37000000,24935799,2015.0,1.85,105.0,44037,37000000.0,5.4,9670235.0,2815.0
1411,21052030,37000000,24935799,2015.0,1.85,105.0,44037,37000000.0,5.4,9670235.0,2815.0
1414,71026631,36000000,102226631,2002.0,1.85,116.0,20970,36000000.0,7.0,23612171.0,2466.0
1415,68208190,36000000,117448157,1999.0,1.85,93.0,2986,65000000.0,6.3,19208806.0,2735.0
1417,50269859,36000000,65967750,2010.0,1.85,101.0,1272,36000000.0,6.4,14020502.0,2754.0
1418,50159144,36000000,50159144,1997.0,2.35,93.0,1874,36000000.0,6.9,12307128.0,2108.0
1419,42024533,36000000,57824533,2014.0,1.85,107.0,13904,36000000.0,6.4,15873397.0,3656.0
1420,26500000,36000000,43797731,2003.0,2.35,109.0,16611,36000000.0,6.1,11019224.0,2459.0
1421,23360779,36000000,23360779,2000.0,2.35,124.0,10838,34000000.0,5.7,8128356.0,2204.0
1422,14378353,36000000,14378353,1999.0,2.35,127.0,2393,36000000.0,6.8,32135.0,3.0
1423,13052741,36000000,13052741,1996.0,1.85,130.0,3968,36000000.0,6.7,168012.0,21.0
1424,12532777,36000000,12532777,1997.0,2.35,106.0,1942,36000000.0,7.8,4320202.0,1279.0
1425,2954405,36000000,2954405,2000.0,1.85,95.0,2928,36000000.0,5.3,1368705.0,750.0
1426,2679437,36000000,156835197,2015.0,2.35,105.0,615,36000000.0,7.2,784839.0,103.0
1427,1069334,36000000,4020990,2011.0,2.35,102.0,3497,36000000.0,5.9,705537.0,259.0
1428,37788228,35200000,38283765,2003.0,1.85,95.0,4537,35200000.0,5.4,13503484.0,2151.0
1432,206040085,35000000,310332636,1999.0,2.35,95.0,47203,33000000.0,6.6,54917604.0,3312.0
1433,171243005,35000000,252276928,2010.0,2.35,110.0,25964,38000000.0,7.7,24850000.0,3047.0
1436,134506920,35000000,175361578,2013.0,2.35,120.0,5826,35000000.0,5.7,34551025.0,3141.0
1437,124740460,35000000,326073155,2006.0,2.35,109.0,23923,35000000.0,6.8,27537244.0,2847.0
1438,117538559,35000000,212417601,2011.0,2.35,106.0,18669,35000000.0,6.9,28302165.0,3040.0
1439,112692062,35000000,197692062,2001.0,1.85,88.0,4499,35000000.0,5.4,1576897.0,1676.0
1440,110038130,35000000,140561831,2015.0,2.35,129.0,1450,35000000.0,6.3,30097040.0,3158.0
1441,83299761,35000000,114962525,2013.0,2.35,125.0,19809,35000000.0,7.5,9344381.0,2110.0
1443,81159365,35000000,157852532,2008.0,2.35,123.0,25661,35000000.0,6.8,24105943.0,2648.0
1444,80277646,35000000,218535708,2008.0,2.35,101.0,1026,35000000.0,6.1,20172474.0,3215.0
1446,78716374,35000000,231716374,1996.0,1.85,162.0,15912,27000000.0,7.4,278439.0,10.0
1447,68915888,35000000,102115888,2005.0,1.85,105.0,2689,35000000.0,5.9,20671446.0,3147.0
1448,67544505,35000000,90221182,2012.0,2.35,134.0,1050,35000000.0,6.2,12030690.0,2913.0
1449,64604977,35000000,126204977,1997.0,2.35,138.0,19129,35000000.0,8.3,5211198.0,769.0
1450,63939454,35000000,83109359,2005.0,2.35,100.0,2968,35000000.0,6.2,14631784.0,2905.0
1451,63826569,35000000,83226569,1997.0,1.85,90.0,23504,35000000.0,6.3,15019821.0,1992.0
1453,61280963,35000000,85911226,2000.0,2.35,109.0,2474,33000000.0,6.3,17515050.0,2411.0
1455,59843754,35000000,65063726,2006.0,1.85,75.0,13125,33000000.0,5.6,19656429.0,3274.0
1456,59699513,35000000,60376247,2010.0,2.35,123.0,2259,35000000.0,7.2,12694770.0,3072.0
1457,56968169,35000000,56968169,1998.0,1.85,132.0,29265,35000000.0,6.4,17271450.0,3101.0
1458,55802754,35000000,146595891,2011.0,2.35,109.0,20956,35000000.0,6.6,18622150.0,2926.0
1459,55340730,35000000,104444374,2016.0,2.35,92.0,17860,35000000.0,6.0,21760405.0,3384.0
1461,52333738,35000000,53293628,2003.0,1.85,109.0,4231,35000000.0,6.9,13303724.0,3074.0
1462,49492060,35000000,95104304,2009.0,1.85,88.0,53370,35000000.0,5.4,16894511.0,3425.0
1465,45802315,35000000,89102315,2009.0,2.35,92.0,2184,35000000.0,6.6,20828511.0,2942.0
1466,43894863,35000000,58894863,2005.0,2.35,98.0,4879,30000000.0,5.9,12855321.0,2505.0
1467,43799818,35000000,70187088,2007.0,2.35,91.0,52566,35000000.0,5.3,10422258.0,2604.0
1468,41954997,35000000,65303052,1997.0,2.35,147.0,56014,35000000.0,7.8,11660216.0,1503.0
1469,40687294,35000000,85761789,2008.0,2.35,103.0,16249,35000000.0,5.4,17639849.0,3376.0
1470,40119709,35000000,103787401,2002.0,1.85,100.0,17902,33000000.0,6.7,17707106.0,2528.0
1471,39692139,35000000,77392139,2004.0,1.85,104.0,41701,35000000.0,6.2,12634563.0,1583.0
1472,39046489,35000000,65084116,2011.0,1.85,112.0,2371,35000000.0,5.9,13945368.0,2904.0
1473,37629831,35000000,46309644,2006.0,2.35,101.0,966,30000000.0,6.8,7849304.0,3083.0
1474,37553932,35000000,165103952,2011.0,2.35,109.0,34011,40000000.0,6.7,12050368.0,3122.0
1475,37490007,35000000,75281179,2010.0,2.35,104.0,3356,35000000.0,5.3,12201710.0,3280.0
1476,37306030,35000000,84606030,2011.0,2.35,137.0,36258,35000000.0,6.6,11217324.0,1910.0
1478,34580201,35000000,45680201,2015.0,2.35,87.0,1679,35000000.0,5.1,13942258.0,3003.0
1479,34531832,35000000,50359876,2015.0,2.35,123.0,13371,35000000.0,7.1,10513749.0,2841.0
1480,33987757,35000000,115476509,2004.0,1.85,98.0,28027,27000000.0,7.3,7707972.0,476.0
1482,33422806,35000000,33422806,2001.0,2.35,95.0,2643,50000000.0,4.8,11102948.0,2571.0
1484,32519322,35000000,111854182,2002.0,1.85,150.0,1075,35000000.0,8.5,2456117.0,773.0
1486,31598308,35000000,68712365,2001.0,2.35,122.0,41636,35000000.0,6.8,11014818.0,2305.0
1486,31598308,35000000,68712365,2001.0,2.35,122.0,41636,35000000.0,6.8,11014818.0,2305.0
1487,30691439,35000000,77220596,2008.0,2.35,112.0,3185,35000000.0,6.2,11161074.0,2664.0
1488,30307804,35000000,30307804,2002.0,2.35,101.0,3001,35000000.0,5.2,14757535.0,2511.0
1489,29197642,35000000,97799865,2010.0,2.35,109.0,855,35000000.0,6.1,8407685.0,2784.0
1490,28687835,35000000,52649951,2008.0,2.35,101.0,3612,35000000.0,6.2,11354069.0,2316.0
1492,28087155,35000000,86648359,2011.0,2.35,106.0,561,35000000.0,5.0,10925253.0,3118.0
1494,26638520,35000000,73026302,2008.0,1.85,82.0,3266,35000000.0,4.5,9510297.0,2960.0
1495,26613620,35000000,26613620,1999.0,2.35,112.0,5709,35000000.0,6.6,9160263.0,2542.0
1496,25888412,35000000,35426759,2012.0,2.35,101.0,2471,35000000.0,5.1,11396768.0,2339.0
1497,25266129,35000000,37066129,2004.0,2.35,102.0,3592,35000000.0,6.2,8319171.0,1520.0
1498,25078937,35000000,25078937,1997.0,1.85,155.0,19689,30000000.0,6.6,5233658.0,824.0
1501,22913677,35000000,22913677,2004.0,1.85,96.0,17292,35000000.0,6.3,6169030.0,1931.0
1503,20275446,35000000,31393201,2012.0,2.35,91.0,24669,35000000.0,6.5,6300000.0,2255.0
1504,19701164,35000000,34480045,2013.0,2.35,109.0,2073,35000000.0,6.2,8268908.0,2620.0
1505,19478106,35000000,64188387,2005.0,1.85,76.0,1908,35000000.0,5.6,5914722.0,2014.0
1506,19389454,35000000,33422485,2000.0,2.35,107.0,22974,55000000.0,7.4,87505.0,15.0
1508,18317151,35000000,20606053,2007.0,2.35,120.0,1082,35000000.0,6.7,6257174.0,2650.0
1509,18306166,35000000,29882645,2002.0,2.35,125.0,3142,35000000.0,6.5,6857879.0,1912.0
1510,17630465,35000000,39340177,2010.0,1.85,92.0,6327,35000000.0,3.8,6627564.0,2997.0
1517,13305665,35000000,61721826,2011.0,1.85,139.0,13021,32000000.0,6.7,493788.0,4.0
1518,13264986,35000000,13264986,2001.0,1.85,94.0,1668,35000000.0,6.0,4855475.0,2348.0
1520,11405825,35000000,24405825,2001.0,2.35,111.0,19805,35000000.0,6.8,318502.0,186.0
1521,11001272,35000000,31878891,2009.0,2.35,100.0,5890,35000000.0,7.3,160069.0,20.0
1522,10508518,35000000,18376443,2014.0,1.85,109.0,1458,35000000.0,5.7,5272444.0,2486.0
1522,10508518,35000000,18376443,2014.0,1.85,109.0,1458,35000000.0,5.7,5272444.0,2486.0
1523,10319915,35000000,10319915,1998.0,2.35,91.0,1352,35000000.0,4.8,5516000.0,1800.0
1524,10275638,35000000,12254746,2009.0,2.35,101.0,1947,35000000.0,5.5,4915104.0,2745.0
1525,10219501,35000000,12819501,2015.0,2.35,91.0,1564,35000000.0,5.4,4772613.0,2777.0
1526,10144010,35000000,15461638,2006.0,1.85,96.0,24640,35000000.0,7.3,3768702.0,1472.0
1527,10137502,35000000,61173364,2015.0,2.35,123.0,23031,35000000.0,7.4,1560299.0,448.0
1528,8323085,35000000,27480015,2013.0,2.35,141.0,301,35000000.0,7.1,84283.0,4.0
1529,8050977,35000000,10157534,2008.0,2.35,103.0,6563,35000000.0,6.0,4271451.0,2508.0
1531,7459300,35000000,42064105,2006.0,2.35,117.0,3611,35000000.0,6.9,3721526.0,2066.0
1532,6630252,35000000,16830252,2002.0,1.85,114.0,1005,35000000.0,6.3,2776248.0,1066.0
1533,6448817,35000000,6448817,1997.0,2.35,101.0,1993,35000000.0,4.6,3277084.0,2101.0
1538,2221994,35000000,2221994,1997.0,2.35,121.0,3125,35000000.0,6.4,107108.0,8.0
1539,2000000,35000000,2000000,2012.0,2.35,105.0,23122,35000000.0,5.7,5750288.0,2837.0
1542,630779,35000000,630779,1999.0,2.35,148.0,5,35000000.0,6.8,64159.0,8.0
1543,289773,35000000,17967746,2012.0,2.35,96.0,14978,35000000.0,5.5,183125.0,141.0
1547,21443494,34800000,62831715,2011.0,2.35,89.0,843,30000000.0,4.9,3000000.0,2324.0
1548,102427862,34000000,348319861,2014.0,2.35,113.0,1783,34000000.0,6.8,32512804.0,3604.0
1549,37446117,34000000,63802928,2015.0,2.35,128.0,3386,34000000.0,7.1,13019686.0,3366.0
1552,11263966,34000000,11263966,1999.0,2.35,102.0,1274,34000000.0,5.2,5810531.0,2558.0
1553,10672566,34000000,10672566,1999.0,1.85,109.0,52621,34000000.0,5.3,4027003.0,2209.0
1553,10672566,34000000,10672566,1999.0,1.85,109.0,52621,34000000.0,5.3,4027003.0,2209.0
1554,6543194,34000000,6543194,2000.0,2.35,114.0,1778,34000000.0,5.6,2411445.0,2112.0
1555,4091,34000000,10392666,2013.0,2.35,85.0,369,34000000.0,6.3,4091.0,10.0
1558,117559438,33000000,173559438,2000.0,1.85,99.0,1790,30000000.0,5.1,25661041.0,2802.0
1559,51758599,33000000,79958599,2001.0,2.35,101.0,5942,33000000.0,5.5,18485586.0,2830.0
1560,35074677,33000000,165552290,2012.0,2.35,99.0,4863,33000000.0,6.5,11731708.0,2567.0
1562,33664370,33000000,54533774,2004.0,2.35,140.0,2114,33000000.0,6.5,13834527.0,2649.0
1564,17142080,33000000,41495213,2012.0,2.35,94.0,27759,30000000.0,6.5,7892539.0,2266.0
1565,11008770,33000000,21621188,2008.0,2.35,113.0,391,30000000.0,6.0,4926565.0,1936.0
1566,8408835,33000000,8408835,1999.0,2.35,124.0,13093,38000000.0,6.0,3555032.0,1283.0
1567,4283255,33000000,27610873,2005.0,2.35,118.0,2859,10000000.0,6.8,1921838.0,1007.0
1568,176847,33000000,357687,2013.0,2.35,105.0,1843,33000000.0,7.1,33658.0,100.0
1572,34194407,32500000,113019290,2008.0,1.85,124.0,14504,32000000.0,7.6,2380376.0,1.0
1573,21819348,32500000,48425971,2013.0,2.35,89.0,74181,35000000.0,5.6,7591663.0,2633.0
1575,173398518,32000000,220236410,2003.0,1.85,97.0,43354,33000000.0,6.9,31113501.0,3337.0
1576,104636382,32000000,152036382,1996.0,2.35,123.0,5975,32000000.0,6.4,16200000.0,1637.0
1577,101470202,32000000,126539117,2013.0,2.35,107.0,38751,32000000.0,6.7,20719162.0,3055.0
1578,81150692,32000000,116898028,2002.0,1.85,99.0,2916,35000000.0,5.1,23708174.0,2302.0
1579,80197993,32000000,99296462,2006.0,1.85,92.0,1729,32000000.0,5.7,28309599.0,3070.0
1581,57744720,32000000,70587268,2010.0,2.35,107.0,31529,20000000.0,6.2,20512304.0,2206.0
1582,54712227,32000000,140428499,2011.0,1.85,93.0,16034,32000000.0,7.5,14812094.0,2961.0
1583,50041732,32000000,89441732,1999.0,2.35,103.0,3004,29000000.0,6.2,18309666.0,2899.0
1584,48814909,32000000,82339483,2000.0,2.35,129.0,36069,32000000.0,7.2,13339465.0,2092.0
1586,37915414,32000000,82332450,2011.0,2.35,113.0,3500,32000000.0,4.4,19000000.0,2821.0
1588,35193167,32000000,77593167,2007.0,2.35,98.0,10938,32000000.0,6.4,14602867.0,2759.0
1590,33022286,32000000,39498360,2005.0,2.35,98.0,1400,32000000.0,6.9,9178233.0,2007.0
1591,31493782,32000000,61477797,2005.0,1.85,96.0,12754,32000000.0,7.5,515992.0,14.0
1592,22537881,32000000,27392609,2013.0,2.35,100.0,32094,30000000.0,5.9,10177257.0,3160.0
1594,17848322,32000000,29948322,2004.0,2.35,90.0,961,28000000.0,5.9,6728905.0,2449.0
1595,17804299,32000000,43603990,2010.0,2.35,102.0,2961,32000000.0,6.3,8508290.0,3030.0
1596,16640210,32000000,16640210,1999.0,2.35,121.0,13040,55000000.0,6.8,6193052.0,1936.0
1597,13942007,32000000,18195238,2010.0,2.35,119.0,2925,32000000.0,6.3,6126170.0,2521.0
1599,4357406,32000000,4357406,1996.0,1.85,110.0,3864,30000000.0,5.3,1895593.0,1134.0
1600,3588602,32000000,3588602,1997.0,1.33,75.0,7394,32000000.0,6.9,1212189.0,1252.0
1601,2899970,32000000,2899970,1999.0,2.35,132.0,16878,32000000.0,6.9,93998.0,8.0
1602,1308696,32000000,1308696,2006.0,1.66,105.0,2355,32000000.0,6.1,76817.0,5.0
1605,14708696,31500000,35643433,2016.0,2.35,113.0,10910,31500000.0,6.3,5767278.0,2683.0
1606,93772375,31000000,160558438,2012.0,2.35,138.0,20952,31000000.0,7.3,24900566.0,1884.0
1610,59076019,31000000,164350409,2014.0,1.37,99.0,15082,25000000.0,8.1,811166.0,4.0
1611,58884188,31000000,100655892,2015.0,2.35,99.0,40312,31000000.0,6.1,14681108.0,3411.0
1613,44983704,31000000,68079671,2000.0,2.35,118.0,4045,31000000.0,7.3,9025584.0,2621.0
1614,24185781,31000000,30885781,2001.0,2.35,101.0,13811,31000000.0,6.9,9021494.0,1751.0
1615,12482741,31000000,15826984,2010.0,1.85,106.0,17560,31000000.0,6.5,6012594.0,2545.0
1619,170687518,30000000,306776732,2002.0,1.85,113.0,813,45000000.0,7.2,2074929.0,77.0
1620,163479795,30000000,228641283,1999.0,1.85,93.0,26760,34200000.0,6.4,41536370.0,3027.0
1621,145096820,30000000,286500000,2001.0,1.85,108.0,7872,30000000.0,6.4,45117985.0,3063.0
1622,125014030,30000000,197618160,2012.0,2.35,104.0,18322,30000000.0,6.8,41202458.0,2958.0
1625,116632095,30000000,177025498,2013.0,1.85,132.0,20035,30000000.0,7.2,24637312.0,2933.0
1626,115654751,30000000,136706683,2000.0,2.35,120.0,54877,30000000.0,7.8,20905831.0,1865.0
1627,115646235,30000000,212453431,2009.0,1.85,112.0,2639,30000000.0,8.0,37354308.0,3049.0
1628,114326736,30000000,167791704,2004.0,2.35,92.0,4730,20000000.0,6.7,30070196.0,2694.0
1628,114326736,30000000,167791704,2004.0,2.35,92.0,4730,20000000.0,6.7,30070196.0,2694.0
1631,108244774,30000000,165334774,2001.0,1.85,111.0,13645,37000000.0,6.2,22862269.0,2537.0
1632,106885658,30000000,176885658,1999.0,1.85,103.0,24333,30000000.0,6.7,18383507.0,2518.0
1633,105489203,30000000,181489203,1996.0,1.85,103.0,3143,26000000.0,6.2,18913411.0,1922.0
1634,100492203,30000000,232016402,2004.0,2.35,132.0,28830,30000000.0,8.1,179953.0,8.0
1636,90135191,30000000,156822020,2003.0,2.35,138.0,1942,25000000.0,8.0,640815.0,13.0
1638,85416609,30000000,142051255,2004.0,1.85,87.0,20097,30000000.0,7.0,32018216.0,3212.0
1639,83823381,30000000,166842739,2009.0,1.85,108.0,35209,25000000.0,7.4,1181450.0,15.0
1640,81001787,30000000,116117340,2004.0,2.35,123.0,34495,29000000.0,7.9,13464745.0,2303.0
1641,79576189,30000000,169173206,2009.0,1.85,102.0,4516,30000000.0,4.2,32324487.0,3118.0
1642,76808654,30000000,160247805,2008.0,2.35,111.0,2978,30000000.0,6.1,27442040.0,3057.0
1643,76501438,30000000,103284813,2000.0,1.85,78.0,4527,30000000.0,6.1,22718184.0,2934.0
1645,74494381,30000000,92494381,2005.0,2.35,109.0,2740,45000000.0,6.9,21176925.0,2533.0
1647,66486205,30000000,170466405,2012.0,2.35,119.0,37387,30000000.0,7.4,20801552.0,2992.0
1648,66380662,30000000,115121608,2013.0,2.35,98.0,337,35000000.0,6.9,20353967.0,3009.0
1649,65005217,30000000,107054484,2002.0,1.85,125.0,1556,30000000.0,7.2,282367.0,6.0
1650,64251538,30000000,122529966,2014.0,1.85,85.0,18795,42000000.0,5.8,20550000.0,3427.0
1651,64172251,30000000,71172251,2001.0,1.85,87.0,2911,30000000.0,5.4,20027309.0,2521.0
1653,63536011,30000000,133085295,2012.0,2.35,100.0,19420,30000000.0,6.3,14650121.0,2361.0
1654,63172463,30000000,105173042,2008.0,1.85,118.0,16758,30000000.0,7.2,17725330.0,2798.0
1656,60494212,30000000,64170447,2008.0,1.85,99.0,6930,30000000.0,6.0,17407110.0,2543.0
1657,60110313,30000000,81529000,1998.0,1.85,114.0,2860,30000000.0,5.9,14210464.0,2367.0
1658,58715510,30000000,115150424,2009.0,1.85,89.0,13794,30000000.0,5.4,21058173.0,3226.0
1659,58156435,30000000,65121280,2004.0,2.35,95.0,1266,19000000.0,5.9,13528946.0,2730.0
1660,57139723,30000000,96439723,2004.0,1.85,98.0,6742,37000000.0,6.1,21054238.0,3438.0
1661,56816662,30000000,162942835,2011.0,1.85,94.0,1289,17000000.0,7.7,599003.0,6.0
1662,56068547,30000000,197593152,2005.0,1.85,85.0,1145,30000000.0,7.5,16025987.0,3645.0
1663,53695808,30000000,155769678,2007.0,1.85,126.0,18726,30000000.0,7.1,9283468.0,2454.0
1664,53359111,30000000,114770654,2005.0,1.85,77.0,60683,40000000.0,7.4,385078.0,5.0
1665,53032453,30000000,82148538,2010.0,2.35,105.0,1026,30000000.0,6.5,13540486.0,2968.0
1666,52990775,30000000,83282296,2001.0,2.35,124.0,43453,30000000.0,7.6,12443461.0,2249.0
1667,52880016,30000000,52880016,1999.0,2.35,131.0,19815,55000000.0,6.1,18852976.0,2538.0
1668,52421953,30000000,88725208,2015.0,2.35,124.0,16881,30000000.0,7.5,16701294.0,2772.0
1670,51432423,30000000,62432423,2002.0,1.85,99.0,3679,30000000.0,5.1,12179420.0,2410.0
1672,50980159,30000000,129779728,2007.0,1.85,123.0,20499,30000000.0,7.8,796836.0,32.0
1675,46889293,30000000,78571737,2015.0,2.39,121.0,1467,30000000.0,7.6,12148041.0,2620.0
1680,42629776,30000000,69057415,2015.0,2.35,112.0,15327,25000000.0,7.2,13203458.0,2991.0
1681,42400223,30000000,165889117,2010.0,1.85,107.0,4059,30000000.0,6.2,15812311.0,2435.0
1682,42100625,30000000,91388487,2009.0,2.35,99.0,5642,30000000.0,6.6,15825480.0,2508.0
1683,42073277,30000000,70768144,2012.0,2.35,95.0,29551,30000000.0,7.0,14743614.0,2811.0
1684,42070939,30000000,47902566,2003.0,1.85,111.0,9638,30000000.0,7.6,12139832.0,3013.0
1685,40435190,30000000,53572822,2006.0,1.85,113.0,8362,38000000.0,7.6,13411093.0,2264.0
1687,40118420,30000000,51618420,2002.0,1.85,104.0,1165,30000000.0,5.6,14169455.0,3002.0
1688,39568996,30000000,80276156,2007.0,2.35,113.0,814,32000000.0,6.6,15951902.0,2855.0
1690,38432823,30000000,41457834,2006.0,2.35,125.0,15811,30000000.0,6.9,14414630.0,3504.0
1692,38233676,30000000,84646831,2008.0,1.85,86.0,3854,30000000.0,2.7,18505530.0,2605.0
1695,35927406,30000000,51327406,1997.0,1.85,95.0,2266,30000000.0,3.7,16771694.0,2140.0
1696,35608245,30000000,61449135,2011.0,2.35,98.0,16827,30000000.0,6.1,13006875.0,2973.0
1698,34742066,30000000,65390493,2006.0,1.85,118.0,3797,30000000.0,6.7,12051277.0,3009.0
1699,32367005,30000000,102716321,2010.0,1.85,112.0,31278,30000000.0,6.7,9739161.0,2455.0
1700,32363404,30000000,46225326,2015.0,2.35,118.0,3384,20000000.0,7.0,1365000.0,1565.0
1701,32267774,30000000,38462071,2001.0,1.85,94.0,3664,45000000.0,5.5,13049114.0,2675.0
1703,31749894,30000000,48559999,2009.0,1.85,79.0,1594,30000000.0,7.1,10740446.0,1661.0
1704,30577122,30000000,87956618,2014.0,2.35,118.0,5697,30000000.0,6.2,9740471.0,3049.0
1705,30569935,30000000,33315804,2014.0,1.85,139.0,2060,30000000.0,6.9,13585915.0,2468.0
1706,28700285,30000000,61623819,2012.0,1.85,131.0,3479,30000000.0,6.2,10610060.0,2936.0
1708,26692846,30000000,50145607,2011.0,1.85,63.0,1002,30000000.0,7.3,7857076.0,2405.0
1709,26528684,30000000,29203383,1998.0,1.85,108.0,1023,30000000.0,6.8,10515839.0,2047.0
1710,26214846,30000000,26214846,2003.0,1.37,85.0,1653,19000000.0,3.4,10845064.0,2609.0
1712,23337196,30000000,26708196,1998.0,1.85,127.0,12785,30000000.0,7.0,6606455.0,1590.0
1713,23209310,30000000,104283753,2011.0,1.85,108.0,3892,30000000.0,5.9,9447930.0,2787.0
1714,22530295,30000000,60772856,2006.0,2.35,95.0,2737,30000000.0,5.1,8603460.0,2702.0
1715,21800302,30000000,21827296,2004.0,1.85,104.0,4462,30000000.0,5.5,8679028.0,2736.0
1716,21148651,30000000,67255916,2010.0,2.35,133.0,11799,35000000.0,7.4,6542779.0,2564.0
1717,20422207,30000000,21758371,2004.0,2.35,105.0,4369,35000000.0,5.2,7075217.0,2445.0
1718,20040895,30000000,36040895,2005.0,2.35,109.0,3148,20000000.0,6.3,6502724.0,2297.0
1719,19316646,30000000,60512680,2013.0,2.35,88.0,5706,30000000.0,5.6,7706712.0,3026.0
1720,19035741,30000000,19035741,1998.0,2.35,96.0,3072,30000000.0,6.1,8046553.0,1936.0
1721,18522064,30000000,30962112,2006.0,1.85,94.0,15271,30000000.0,4.4,9064880.0,2558.0
1722,18324242,30000000,23676771,2005.0,2.35,126.0,20563,35000000.0,7.3,6422455.0,2555.0
1724,17266505,30000000,36722311,2002.0,2.35,99.0,22554,30000000.0,5.4,6485458.0,2530.0
1725,17192205,30000000,19892205,1996.0,1.85,105.0,6152,25000000.0,5.3,5405000.0,2104.0
1726,17010170,30000000,26857459,2009.0,1.85,104.0,2222,26000000.0,5.8,7385277.0,2450.0
1727,16930884,30000000,32955399,2007.0,2.35,108.0,16722,30000000.0,5.9,6957216.0,2168.0
1728,16323969,30000000,26323969,2004.0,1.85,98.0,18085,40000000.0,5.5,6685381.0,2654.0
1730,15740721,30000000,43440721,2008.0,1.85,130.0,5101,30000000.0,6.7,6262396.0,2585.0
1731,15007991,30000000,27147991,2005.0,2.35,93.0,2178,30000000.0,5.1,6147294.0,2195.0
1732,14334645,30000000,16910708,2004.0,2.35,102.0,23352,25000000.0,4.8,6800617.0,2323.0
1733,14208384,30000000,15358583,2003.0,1.85,96.0,977,30000000.0,5.6,6111074.0,2310.0
1734,13001257,30000000,21601257,2004.0,2.35,114.0,679,30000000.0,7.0,6819393.0,2598.0
1734,13001257,30000000,21601257,2004.0,2.35,114.0,679,30000000.0,7.0,6819393.0,2598.0
1735,12712093,30000000,26184400,2005.0,2.35,150.0,27829,30000000.0,6.7,57000.0,3.0
1736,12050299,30000000,48330757,2013.0,2.35,107.0,1643,45000000.0,6.4,6281433.0,2913.0
1737,12017369,30000000,12017369,1999.0,1.85,100.0,22006,30000000.0,5.5,4593872.0,1670.0
1738,11578022,30000000,11578022,1999.0,2.35,100.0,2497,30000000.0,4.1,5114365.0,2019.0
1739,10965209,30000000,17865209,2001.0,2.35,109.0,1297,30000000.0,6.1,5486209.0,2433.0
1740,10895295,30000000,19599974,2013.0,2.35,118.0,4253,30000000.0,6.5,5345250.0,2188.0
1741,10143779,30000000,23353111,2011.0,1.85,86.0,5393,30000000.0,4.8,4108630.0,2505.0
1742,9362785,30000000,58228460,2009.0,2.35,100.0,1100,45000000.0,2.7,4756488.0,2181.0
1744,8535575,30000000,18535575,2005.0,2.35,108.0,11519,30000000.0,7.0,1008308.0,139.0
